module	stock_path	compiled_path	stock_vermagic	compiled_vermagic	vermagic_equal	stock_depends	compiled_depends	depends_equal	stock_size	compiled_size	compiled_over_stock	stock_undef	compiled_undef	undef_delta
mtk-spmi-pmic.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/mtk-spmi-pmic.ko	/home/rebelpilot89/manaus-kernel/out/drivers/mfd/mtk-spmi-pmic.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no	regmap-spmi	regmap-spmi	yes	42488	341736	8.043	30	32	2
mtk-swpm-perf-arm-pmu.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/mtk-swpm-perf-arm-pmu.ko	/home/rebelpilot89/manaus-kernel/out/drivers/misc/mediatek/swpm/mtk-swpm-perf-arm-pmu.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	22832	340344	14.906	12	13	1
mtk_sync.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/mtk_sync.ko	/home/rebelpilot89/manaus-kernel/out/drivers/gpu/drm/mediatek/mediatek_v2/mtk_sync.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	23920	310488	12.980	28	31	3
mtk-uart-apdma.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/mtk-uart-apdma.ko	/home/rebelpilot89/manaus-kernel/out/drivers/dma/mediatek/mtk-uart-apdma.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	55760	495216	8.881	58	60	2
mtk-vmm-spm.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/mtk-vmm-spm.ko	/home/rebelpilot89/manaus-kernel/out/drivers/misc/mediatek/vmm_spm/mtk-vmm-spm.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	32704	390832	11.951	17	17	0
mtk_wdt.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/mtk_wdt.ko	/home/rebelpilot89/manaus-kernel/out/drivers/watchdog/mtk_wdt.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	30688	341704	11.135	28	30	2
mtu3.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/mtu3.ko	/home/rebelpilot89/manaus-kernel/out/drivers/usb/mtu3/mtu3.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	376824	5759240	15.284	150	158	8
mux_switch.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/mux_switch.ko	/home/rebelpilot89/manaus-kernel/out/drivers/misc/mediatek/typec/mux/mux_switch.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	33312	329088	9.879	36	36	0
nvmem_mtk-devinfo.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/nvmem_mtk-devinfo.ko	/home/rebelpilot89/manaus-kernel/out/drivers/nvmem/nvmem_mtk-devinfo.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	14800	273664	18.491	10	10	0
pd-chk-mt6879.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/pd-chk-mt6879.ko	/home/rebelpilot89/manaus-kernel/out/drivers/clk/mediatek/pd-chk-mt6879.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no	clk-common,clk-chk-mt6879	clk-common,clk-chk-mt6879	yes	33048	303992	9.198	7	8	1
pd_dbg_info.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/pd_dbg_info.ko	/home/rebelpilot89/manaus-kernel/out/drivers/misc/mediatek/typec/tcpc/pd_dbg_info.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	23176	275392	11.883	25	26	1
phy-mtk-tphy.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/phy-mtk-tphy.ko	/home/rebelpilot89/manaus-kernel/out/drivers/phy/mediatek/phy-mtk-tphy.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	184760	985384	5.333	58	61	3
phy-mtk-ufs.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/phy-mtk-ufs.ko	/home/rebelpilot89/manaus-kernel/out/drivers/phy/mediatek/phy-mtk-ufs.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	35328	452176	12.799	21	22	1
pidmap.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/pidmap.ko	/home/rebelpilot89/manaus-kernel/out/drivers/misc/mediatek/pidmap/pidmap.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no	mrdump	mrdump	yes	25400	291408	11.473	29	34	5
pinctrl-mt6879.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/pinctrl-mt6879.ko	/home/rebelpilot89/manaus-kernel/out/drivers/pinctrl/mediatek/pinctrl-mt6879.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no	pinctrl-mtk-v2	pinctrl-mtk-v2	yes	167368	488080	2.916	7	8	1
pinctrl-mtk-common-v2_debug.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/pinctrl-mtk-common-v2_debug.ko	/home/rebelpilot89/manaus-kernel/out/drivers/pinctrl/mediatek/pinctrl-mtk-common-v2_debug.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no	pinctrl-mtk-v2	pinctrl-mtk-v2	yes	34424	364896	10.600	33	36	3
pinctrl-mtk-v2.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/pinctrl-mtk-v2.ko	/home/rebelpilot89/manaus-kernel/out/drivers/pinctrl/mediatek/pinctrl-mtk-v2.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	138064	889352	6.442	61	45	-16
pmic_lbat_service.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/pmic_lbat_service.ko	/home/rebelpilot89/manaus-kernel/out/drivers/misc/mediatek/power_throttling/pmic_lbat_service.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	46488	368992	7.937	36	38	2
ps5169.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/ps5169.ko	/home/rebelpilot89/manaus-kernel/out/drivers/misc/mediatek/typec/mux/ps5169.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no	mux_switch	mux_switch	yes	16512	291488	17.653	13	13	0
pwm-mtk-disp.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/pwm-mtk-disp.ko	/home/rebelpilot89/manaus-kernel/out/drivers/pwm/pwm-mtk-disp.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	42008	316592	7.536	29	24	-5
reboot-mode.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/reboot-mode.ko	/home/rebelpilot89/manaus-kernel/out/drivers/power/reset/reboot-mode.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	16640	278192	16.718	16	17	1
regmap-spmi.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/regmap-spmi.ko	/home/rebelpilot89/manaus-kernel/out/drivers/base/regmap/regmap-spmi.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	17312	288936	16.690	9	10	1
regulator-vibrator.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/regulator-vibrator.ko	/home/rebelpilot89/manaus-kernel/out/drivers/leds/regulator-vibrator.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	24272	374072	15.412	17	18	1
reset-ti-syscon.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/reset-ti-syscon.ko	/home/rebelpilot89/manaus-kernel/out/drivers/reset/reset-ti-syscon.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	16288	288904	17.737	13	14	1
rpmb.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/rpmb.ko	/home/rebelpilot89/manaus-kernel/out/drivers/char/rpmb/rpmb.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	29056	310312	10.680	25	26	1
rpmb-mtk.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/rpmb-mtk.ko	/home/rebelpilot89/manaus-kernel/out/drivers/char/rpmb/rpmb-mtk.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no	mcDrvModule,rpmb,ufs-mediatek-mod	mcDrvModule,rpmb,ufs-mediatek-mod	yes	89816	770272	8.576	59	60	1
rt5133-regulator.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/rt5133-regulator.ko	/home/rebelpilot89/manaus-kernel/out/drivers/regulator/rt5133-regulator.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no	extdev_io_class	extdev_io_class	yes	33736	437208	12.960	38	40	2
rt6160-regulator.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/rt6160-regulator.ko	/home/rebelpilot89/manaus-kernel/out/drivers/regulator/rt6160-regulator.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	21720	385032	17.727	24	25	1
rtc-mt6685.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/rtc-mt6685.ko	/home/rebelpilot89/manaus-kernel/out/drivers/rtc/rtc-mt6685.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no	aee_aed		no	56496	568776	10.068	60	57	-3
rt_pd_manager.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/rt_pd_manager.ko	/home/rebelpilot89/manaus-kernel/out/drivers/misc/mediatek/typec/tcpc/rt_pd_manager.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no	tcpc_class,charger_class	tcpc_class,charger_class	yes	30112	330016	10.960	38	28	-10
sec.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/sec.ko	/home/rebelpilot89/manaus-kernel/out/drivers/misc/mediatek/masp/sec.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	130104	1008576	7.752	49	52	3
sec-rng.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/sec-rng.ko	/home/rebelpilot89/manaus-kernel/out/drivers/char/hw_random/sec-rng.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	14464	271384	18.763	12	11	-1
spi-mt65xx.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/spi-mt65xx.ko	/home/rebelpilot89/manaus-kernel/out/drivers/spi/spi-mt65xx.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	67920	479400	7.058	47	48	1
spmi-mtk-pmif.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/spmi-mtk-pmif.ko	/home/rebelpilot89/manaus-kernel/out/drivers/spmi/spmi-mtk-pmif.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no	aee_aed	aee_aed	yes	120160	745504	6.204	64	65	1
syscon-reboot-mode.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/syscon-reboot-mode.ko	/home/rebelpilot89/manaus-kernel/out/drivers/power/reset/syscon-reboot-mode.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no	reboot-mode	reboot-mode	yes	13696	269944	19.710	8	9	1
system_heap.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/system_heap.ko	/home/rebelpilot89/manaus-kernel/out/drivers/dma-buf/heaps/system_heap.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	48632	430360	8.849	56	61	5
tcpc_class.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/tcpc_class.ko	/home/rebelpilot89/manaus-kernel/out/drivers/misc/mediatek/typec/tcpc/tcpc_class.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no	pd_dbg_info	pd_dbg_info	yes	658320	2753776	4.183	100	73	-27
tcpci_late_sync.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/tcpci_late_sync.ko	/home/rebelpilot89/manaus-kernel/out/drivers/misc/mediatek/typec/tcpc/tcpci_late_sync.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no	tcpc_class	tcpc_class	yes	10664	266088	24.952	4	5	1
tcpc_mt6375.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/tcpc_mt6375.ko	/home/rebelpilot89/manaus-kernel/out/drivers/misc/mediatek/typec/tcpc/tcpc_mt6375.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no	tcpc_class,pd_dbg_info	tcpc_class,pd_dbg_info	yes	83744	445480	5.320	81	71	-10
teeperf.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/teeperf.ko	/home/rebelpilot89/manaus-kernel/out/drivers/tee/teeperf/teeperf.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	24032	506264	21.066	26	25	-1
tinysys-scmi.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/tinysys-scmi.ko	/home/rebelpilot89/manaus-kernel/out/drivers/misc/mediatek/tinysys_scmi/tinysys-scmi.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	28760	530672	18.452	11	13	2
tui-common.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/tui-common.ko	/home/rebelpilot89/manaus-kernel/out/drivers/input/touchscreen/tui-common.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	14568	150976	10.364	2	3	1
ufs-mediatek-dbg.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/ufs-mediatek-dbg.ko	/home/rebelpilot89/manaus-kernel/out/drivers/scsi/ufs/ufs-mediatek-dbg.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no	mrdump	mrdump	yes	53192	526712	9.902	33	37	4
ufs-mediatek-mod.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/ufs-mediatek-mod.ko	/home/rebelpilot89/manaus-kernel/out/drivers/scsi/ufs/vendor/ufs-mediatek-mod.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no	mcDrvModule,blocktag,aee_aed,ufs-mediatek-dbg,rpmb	mcDrvModule,blocktag,aee_aed,ufs-mediatek-dbg,rpmb	yes	278912	7158488	25.666	222	263	41
uload_ind.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/uload_ind.ko	/home/rebelpilot89/manaus-kernel/out/drivers/misc/mediatek/performance/uload_ind/uload_ind.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no	load_track	load_track	yes	52592	451360	8.582	41	48	7
usb_boost.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/usb_boost.ko	/home/rebelpilot89/manaus-kernel/out/drivers/misc/mediatek/usb_boost/usb_boost.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no	mtk-dvfsrc,mtu3	mtk-dvfsrc,mtu3	yes	55320	781024	14.118	44	46	2
vcp_status.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/vcp_status.ko	/home/rebelpilot89/manaus-kernel/out/drivers/misc/mediatek/vcp/rv/vcp_status.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	20520	162144	7.902	1	3	2
wl2864c-regulator.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/wl2864c-regulator.ko	/home/rebelpilot89/manaus-kernel/out/drivers/regulator/wl2864c-regulator.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	29320	408824	13.944	27	28	1
xhci-mtk-hcd.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/xhci-mtk-hcd.ko	/home/rebelpilot89/manaus-kernel/out/drivers/usb/host/xhci-mtk-hcd.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	65560	947728	14.456	83	90	7
zram.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/zram.ko	/home/rebelpilot89/manaus-kernel/out/drivers/block/zram/zram.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no	zsmalloc	zsmalloc	yes	94216	735136	7.803	120	125	5
zsmalloc.ko	/home/rebelpilot89/manaus-kernel/Firmware-stock/analysis_modules/stock_extract/lib/modules/zsmalloc.ko	/home/rebelpilot89/manaus-kernel/out/mm/zsmalloc.ko	5.10.233-android12-9-39248-gdd0980c7e7d6 SMP preempt mod_unload modversions aarch64	5.10.233 SMP preempt mod_unload modversions aarch64	no			yes	82264	659648	8.019	59	65	6
